OBJECTID,Closed Roll Year,Property Location,Parcel Number,Block,Lot,Volume Number,Use Code,Use Definition,Property Class Code,Property Class Code Definition,Year Property Built,Number of Bathrooms,Number of Bedrooms,Number of Rooms,Number of Stories,Number of Units,Zoning Code,Construction Type,Lot Depth,Lot Frontage,Property Area,Basement Area,Lot Area,Lot Code,Tax Rate Area Code,Percent of Ownership,Exemption Code,Exemption Code Definition,Status Code,Misc Exemption Value,Homeowner Exemption Value,Current Sales Date,Assessed Fixtures Value,Assessed Improvement Value,Assessed Land Value,Assessed Personal Property Value,Assessor Neighborhood District,Assessor Neighborhood Code,Assessor Neighborhood,Supervisor District,Supervisor District 2012,Analysis Neighborhood,the_geom,Row ID,data_as_of,data_loaded_at,date_dat_2,time_dat_2,POINT_X,POINT_Y
3343,2017,0000 0338 MAIN                ST0D22C,3746302,3746,302,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2016,2,2,0,0,0,NA,NA,0,0,1403,0,0,NA,1000,1,NA,,NA,0,0,2016-04-04 0:00:00,00:00:00.000,0,1275408,1275408,0,9.0,9B,Financial District South,6,6,Financial District/South Beach,20173746302,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3918503,37.78868178
3344,2017,0000 0338 MAIN                ST0D22D,3746303,3746,303,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2016,1,1,0,0,0,NA,NA,0,0,873,0,0,NA,1000,1,NA,,NA,0,0,2016-04-04 0:00:00,00:00:00.000,0,608430,608430,0,9.0,9B,Financial District South,6,6,Financial District/South Beach,20173746303,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3918503,37.78868178
3345,2017,0000 0338 MAIN                ST0D22E,3746304,3746,304,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2016,2,2,0,0,0,NA,NA,0,0,1382,0,0,NA,1000,1,NA,,NA,0,0,2016-04-07 0:00:00,00:00:00.000,0,1236750,1236750,0,9.0,9B,Financial District South,6,6,Financial District/South Beach,20173746304,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3918503,37.78868178
3346,2017,0000 0338 MAIN                ST0D22F,3746305,3746,305,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2016,2,2,0,0,0,NA,NA,0,0,1181,0,0,NA,1000,1,NA,,NA,0,0,2016-04-12 0:00:00,00:00:00.000,0,757350,757350,0,9.0,9B,Financial District South,6,6,Financial District/South Beach,20173746305,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3918503,37.78868178
3347,2017,0000 0338 MAIN                ST0D22G,3746306,3746,306,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2016,2,2,0,0,0,NA,NA,0,0,1401,0,0,NA,1000,1,NA,,NA,0,0,2016-04-05 0:00:00,00:00:00.000,0,1017450,1017450,0,9.0,9B,Financial District South,6,6,Financial District/South Beach,20173746306,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3918503,37.78868178
3348,2017,0000 0338 MAIN                ST0D22H,3746307,3746,307,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2016,1,1,0,0,0,NA,NA,0,0,854,0,0,NA,1000,1,NA,,NA,0,0,2016-04-07 0:00:00,00:00:00.000,0,596950,596949,0,9.0,9B,Financial District South,6,6,Financial District/South Beach,20173746307,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3918503,37.78868178
3349,2017,0000 0338 MAIN                ST0D23A,3746308,3746,308,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2016,2,2,0,0,0,NA,NA,0,0,1379,0,0,NA,1000,0.5,NA,,NA,0,0,2016-04-04 0:00:00,00:00:00.000,0,1249500,1249500,0,9.0,9B,Financial District South,6,6,Financial District/South Beach,20173746308,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3918503,37.78868178
3350,2017,0000 0338 MAIN                ST0D23B,3746309,3746,309,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2016,2,2,0,0,0,NA,NA,0,0,1178,0,0,NA,1000,1,NA,,NA,0,0,2016-04-27 0:00:00,00:00:00.000,0,879750,879750,0,9.0,9B,Financial District South,6,6,Financial District/South Beach,20173746309,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3918503,37.78868178
3351,2017,0000 0338 MAIN                ST0D23C,3746310,3746,310,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2016,2,2,0,0,0,NA,NA,0,0,1403,0,0,NA,1000,1,NA,,NA,0,0,2016-05-04 0:00:00,00:00:00.000,0,1280100,1280100,0,9.0,9B,Financial District South,6,6,Financial District/South Beach,20173746310,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3918503,37.78868178
3352,2017,0000 0338 MAIN                ST0D23D,3746311,3746,311,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2016,1,1,0,0,0,NA,NA,0,0,873,0,0,NA,1000,1,NA,,NA,0,0,2016-04-05 0:00:00,00:00:00.000,0,608710,608710,0,9.0,9B,Financial District South,6,6,Financial District/South Beach,20173746311,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3918503,37.78868178
3353,2017,0000 0338 MAIN                ST0D23E,3746312,3746,312,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2016,2,2,0,0,0,NA,NA,0,0,1382,0,0,NA,1000,1,NA,,NA,0,0,2016-05-17 0:00:00,00:00:00.000,0,1069152,1069151,0,9.0,9B,Financial District South,6,6,Financial District/South Beach,20173746312,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3918503,37.78868178
3354,2017,0000 0338 MAIN                ST0D23F,3746313,3746,313,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2016,2,2,0,0,0,NA,NA,0,0,1181,0,0,NA,1000,1,NA,,NA,0,0,2016-04-15 0:00:00,00:00:00.000,0,757350,757350,0,9.0,9B,Financial District South,6,6,Financial District/South Beach,20173746313,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3918503,37.78868178
3355,2017,0000 0338 MAIN                ST0D23G,3746314,3746,314,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2016,2,2,0,0,0,NA,NA,0,0,1401,0,0,NA,1000,1,NA,,NA,0,0,2016-04-06 0:00:00,00:00:00.000,0,991950,991950,0,9.0,9B,Financial District South,6,6,Financial District/South Beach,20173746314,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3918503,37.78868178
3356,2017,0000 0338 MAIN                ST0D23H,3746315,3746,315,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2016,1,1,0,0,0,NA,NA,0,0,854,0,0,NA,1000,1,NA,,NA,0,0,2016-04-13 0:00:00,00:00:00.000,0,601413,601412,0,9.0,9B,Financial District South,6,6,Financial District/South Beach,20173746315,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3918503,37.78868178
3357,2017,0000 0338 MAIN                ST0D24A,3746316,3746,316,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2016,2,2,0,0,0,NA,NA,0,0,1379,0,0,NA,1000,1,NA,,NA,0,0,2016-08-29 0:00:00,00:00:00.000,0,1037500,1037500,0,9.0,9B,Financial District South,6,6,Financial District/South Beach,20173746316,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3918503,37.78868178
3358,2017,0000 0338 MAIN                ST0D24B,3746317,3746,317,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2016,2,2,0,0,0,NA,NA,0,0,1178,0,0,NA,1000,1,NA,,NA,0,0,,,0,274299,113533,0,9.0,9B,Financial District South,6,6,Financial District/South Beach,20173746317,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3918503,37.78868178
3359,2017,0000 0338 MAIN                ST0D24C,3746318,3746,318,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2016,2,2,0,0,0,NA,NA,0,0,1403,0,0,NA,1000,1,NA,,NA,0,0,2016-08-30 0:00:00,00:00:00.000,0,1412500,1412500,0,9.0,9B,Financial District South,6,6,Financial District/South Beach,20173746318,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3918503,37.78868178
3360,2017,0000 0338 MAIN                ST0D24D,3746319,3746,319,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2016,1,1,0,0,0,NA,NA,0,0,873,0,0,NA,1000,1,NA,,NA,0,0,2016-04-15 0:00:00,00:00:00.000,0,892500,892500,0,9.0,9B,Financial District South,6,6,Financial District/South Beach,20173746319,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3918503,37.78868178
3361,2017,0000 0338 MAIN                ST0D24E,3746320,3746,320,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2016,2,2,0,0,0,NA,NA,0,0,1382,0,0,NA,1000,1,NA,,NA,0,0,2016-04-20 0:00:00,00:00:00.000,0,1236750,1236750,0,9.0,9B,Financial District South,6,6,Financial District/South Beach,20173746320,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3918503,37.78868178
3362,2017,0000 0338 MAIN                ST0D24F,3746321,3746,321,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2016,2,2,0,0,0,NA,NA,0,0,1181,0,0,NA,1000,1,NA,,NA,0,0,2016-04-20 0:00:00,00:00:00.000,0,908384,908383,0,9.0,9B,Financial District South,6,6,Financial District/South Beach,20173746321,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3918503,37.78868178
3363,2017,0000 0338 MAIN                ST0D24G,3746322,3746,322,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2016,2,2,0,0,0,NA,NA,0,0,1401,0,0,NA,1000,1,NA,,NA,0,0,2016-04-15 0:00:00,00:00:00.000,0,1007250,1007250,0,9.0,9B,Financial District South,6,6,Financial District/South Beach,20173746322,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3918503,37.78868178
3364,2017,0000 0338 MAIN                ST0D24H,3746323,3746,323,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2016,1,1,0,0,0,NA,NA,0,0,854,0,0,NA,1000,1,NA,,NA,0,0,2016-04-14 0:00:00,00:00:00.000,0,675750,675750,0,9.0,9B,Financial District South,6,6,Financial District/South Beach,20173746323,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3918503,37.78868178
3365,2017,0000 0338 MAIN                ST0D25A,3746324,3746,324,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2016,2,2,0,0,0,NA,NA,0,0,1379,0,0,NA,1000,0.80144,NA,,NA,0,0,2016-04-28 0:00:00,00:00:00.000,0,1254348,1254348,0,9.0,9B,Financial District South,6,6,Financial District/South Beach,20173746324,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3918503,37.78868178
3366,2017,0000 0338 MAIN                ST0D25B,3746325,3746,325,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2016,2,2,0,0,0,NA,NA,0,0,1178,0,0,NA,1000,1,NA,,NA,0,0,2016-04-08 0:00:00,00:00:00.000,0,1374450,1374450,0,9.0,9B,Financial District South,6,6,Financial District/South Beach,20173746325,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3918503,37.78868178
3367,2017,0000 0338 MAIN                ST0D25C,3746326,3746,326,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2016,2,2,0,0,0,NA,NA,0,0,1403,0,0,NA,1000,1,NA,,NA,0,0,2016-04-12 0:00:00,00:00:00.000,0,1683000,1683000,0,9.0,9B,Financial District South,6,6,Financial District/South Beach,20173746326,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3918503,37.78868178
3368,2017,0000 0338 MAIN                ST0D25D,3746327,3746,327,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2016,1,1,0,0,0,NA,NA,0,0,873,0,0,NA,1000,1,NA,,NA,0,0,2016-10-07 0:00:00,00:00:00.000,0,720000,720000,0,9.0,9B,Financial District South,6,6,Financial District/South Beach,20173746327,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3918503,37.78868178
3369,2017,0000 0338 MAIN                ST0D25E,3746328,3746,328,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2016,2,2,0,0,0,NA,NA,0,0,1382,0,0,NA,1000,1,NA,,NA,0,0,2016-04-25 0:00:00,00:00:00.000,0,1402500,1402500,0,9.0,9B,Financial District South,6,6,Financial District/South Beach,20173746328,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3918503,37.78868178
3370,2017,0000 0338 MAIN                ST0D25F,3746329,3746,329,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2016,2,2,0,0,0,NA,NA,0,0,1181,0,0,NA,1000,1,NA,,NA,0,0,2016-04-25 0:00:00,00:00:00.000,0,895050,895050,0,9.0,9B,Financial District South,6,6,Financial District/South Beach,20173746329,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3918503,37.78868178
3371,2017,0000 0338 MAIN                ST0D25G,3746330,3746,330,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2016,2,2,0,0,0,NA,NA,0,0,1401,0,0,NA,1000,1,NA,,NA,0,0,2016-04-12 0:00:00,00:00:00.000,0,1119450,1119450,0,9.0,9B,Financial District South,6,6,Financial District/South Beach,20173746330,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3918503,37.78868178
3372,2017,0000 0338 MAIN                ST0D25H,3746331,3746,331,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2016,1,1,0,0,0,NA,NA,0,0,854,0,0,NA,1000,1,NA,,NA,0,0,2016-04-25 0:00:00,00:00:00.000,0,762450,762450,0,9.0,9B,Financial District South,6,6,Financial District/South Beach,20173746331,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3918503,37.78868178
3374,2017,0000 0338 MAIN                ST0D26B,3746333,3746,333,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2016,3,3,0,0,0,NA,NA,0,0,2690,0,0,NA,1000,1,NA,,NA,0,0,2016-05-05 0:00:00,00:00:00.000,0,3825000,3825000,0,9.0,9B,Financial District South,6,6,Financial District/South Beach,20173746333,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3918503,37.78868178
3375,2017,0000 0338 MAIN                ST0D26C,3746334,3746,334,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2016,2,2,0,0,0,NA,NA,0,0,1496,0,0,NA,1000,1,NA,,NA,0,0,2016-04-15 0:00:00,00:00:00.000,0,1532075,1532074,0,9.0,9B,Financial District South,6,6,Financial District/South Beach,20173746334,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3918503,37.78868178
3376,2017,0000 0338 MAIN                ST0D26D,3746335,3746,335,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2016,1,1,0,0,0,NA,NA,0,0,975,0,0,NA,1000,1,NA,,NA,0,0,2016-10-06 0:00:00,00:00:00.000,0,625000,625000,0,9.0,9B,Financial District South,6,6,Financial District/South Beach,20173746335,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3918503,37.78868178
3377,2017,0000 0338 MAIN                ST0D26E,3746336,3746,336,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2016,3,3,0,0,0,NA,NA,0,0,1781,0,0,NA,1000,1,NA,,NA,0,0,2016-06-08 0:00:00,00:00:00.000,0,1874250,1874250,0,9.0,9B,Financial District South,6,6,Financial District/South Beach,20173746336,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3918503,37.78868178
3378,2017,0000 0338 MAIN                ST0D27A,3746337,3746,337,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2016,2,2,0,0,0,NA,NA,0,0,1572,0,0,NA,1000,1,NA,,NA,0,0,,,0,361245,149518,0,9.0,9B,Financial District South,6,6,Financial District/South Beach,20173746337,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3918503,37.78868178
3379,2017,0000 0338 MAIN                ST0D27B,3746338,3746,338,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2016,3,3,0,0,0,NA,NA,0,0,2685,0,0,NA,1000,1,NA,,NA,0,0,2016-05-19 0:00:00,00:00:00.000,0,2904450,2904450,0,9.0,9B,Financial District South,6,6,Financial District/South Beach,20173746338,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3918503,37.78868178
3380,2017,0000 0338 MAIN                ST0D27C,3746339,3746,339,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2016,2,2,0,0,0,NA,NA,0,0,1491,0,0,NA,1000,1,NA,,NA,0,0,,,0,384160,159003,0,9.0,9B,Financial District South,6,6,Financial District/South Beach,20173746339,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3918503,37.78868178
3381,2017,0000 0338 MAIN                ST0D27D,3746340,3746,340,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2016,1,1,0,0,0,NA,NA,0,0,963,0,0,NA,1000,1,NA,,NA,0,0,2016-04-22 0:00:00,00:00:00.000,0,777750,777750,0,9.0,9B,Financial District South,6,6,Financial District/South Beach,20173746340,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3918503,37.78868178
3382,2017,0000 0338 MAIN                ST0D27E,3746341,3746,341,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2016,3,3,0,0,0,NA,NA,0,0,1791,0,0,NA,1000,1,NA,,NA,0,0,2016-04-26 0:00:00,00:00:00.000,0,1527450,1527450,0,9.0,9B,Financial District South,6,6,Financial District/South Beach,20173746341,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3918503,37.78868178
3383,2017,0000 0338 MAIN                ST0D28A,3746342,3746,342,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2016,2,2,0,0,0,NA,NA,0,0,1572,0,0,NA,1000,1,NA,,NA,0,0,2016-04-21 0:00:00,00:00:00.000,0,1364250,1364250,0,9.0,9B,Financial District South,6,6,Financial District/South Beach,20173746342,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3918503,37.78868178
3384,2017,0000 0338 MAIN                ST0D28B,3746343,3746,343,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2016,3,3,0,0,0,NA,NA,0,0,2685,0,0,NA,1000,1,NA,,NA,0,0,2016-05-02 0:00:00,00:00:00.000,0,2788501,2788500,0,9.0,9B,Financial District South,6,6,Financial District/South Beach,20173746343,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3918503,37.78868178
3386,2017,0000 0338 MAIN                ST0D28D,3746345,3746,345,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2016,1,1,0,0,0,NA,NA,0,0,963,0,0,NA,1000,1,NA,,NA,0,0,2016-04-18 0:00:00,00:00:00.000,0,586500,586500,0,9.0,9B,Financial District South,6,6,Financial District/South Beach,20173746345,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3918503,37.78868178
3387,2017,0000 0338 MAIN                ST0D28E,3746346,3746,346,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2016,3,3,0,0,0,NA,NA,0,0,1791,0,0,NA,1000,1,NA,,NA,0,0,2016-05-02 0:00:00,00:00:00.000,0,1602185,1602185,0,9.0,9B,Financial District South,6,6,Financial District/South Beach,20173746346,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3918503,37.78868178
3388,2017,0000 0338 MAIN                ST0D29A,3746347,3746,347,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2016,2,2,0,0,0,NA,NA,0,0,1572,0,0,NA,1000,1,NA,,NA,0,0,2016-04-18 0:00:00,00:00:00.000,0,1402500,1402500,0,9.0,9B,Financial District South,6,6,Financial District/South Beach,20173746347,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3918503,37.78868178
3389,2017,0000 0338 MAIN                ST0D29B,3746348,3746,348,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2016,3,3,0,0,0,NA,NA,0,0,2685,0,0,NA,1000,1,NA,,NA,0,0,2016-05-19 0:00:00,00:00:00.000,0,2853450,2853450,0,9.0,9B,Financial District South,6,6,Financial District/South Beach,20173746348,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3918503,37.78868178
3390,2017,0000 0338 MAIN                ST0D29C,3746349,3746,349,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2016,2,2,0,0,0,NA,NA,0,0,1491,0,0,NA,1000,1,NA,,NA,0,0,2016-04-20 0:00:00,00:00:00.000,0,1466250,1466250,0,9.0,9B,Financial District South,6,6,Financial District/South Beach,20173746349,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3918503,37.78868178
3391,2017,0000 0338 MAIN                ST0D29D,3746350,3746,350,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2016,1,1,0,0,0,NA,NA,0,0,963,0,0,NA,1000,1,NA,,NA,0,0,2016-04-22 0:00:00,00:00:00.000,0,772128,772128,0,9.0,9B,Financial District South,6,6,Financial District/South Beach,20173746350,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3918503,37.78868178
3393,2017,0000 0338 MAIN                ST0D30A,3746352,3746,352,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2016,2,2,0,0,0,NA,NA,0,0,1572,0,0,NA,1000,1,NA,,NA,0,0,2016-05-10 0:00:00,00:00:00.000,0,1425450,1425450,0,9.0,9B,Financial District South,6,6,Financial District/South Beach,20173746352,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3918503,37.78868178
3394,2017,0000 0338 MAIN                ST0D30B,3746353,3746,353,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2016,3,3,0,0,0,NA,NA,0,0,2685,0,0,NA,1000,1,NA,,NA,0,0,2016-04-29 0:00:00,00:00:00.000,0,2728500,2728500,0,9.0,9B,Financial District South,6,6,Financial District/South Beach,20173746353,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3918503,37.78868178
3397,2017,0000 0338 MAIN                ST0D30E,3746356,3746,356,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2016,3,3,0,0,0,NA,NA,0,0,1791,0,0,NA,1000,1,NA,,NA,0,0,2016-06-30 0:00:00,00:00:00.000,0,1629450,1629450,0,9.0,9B,Financial District South,6,6,Financial District/South Beach,20173746356,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3918503,37.78868178
3398,2017,0000 0338 MAIN                ST0D31A,3746357,3746,357,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2016,2,2,0,0,0,NA,NA,0,0,1572,0,0,NA,1000,1,NA,,NA,0,0,,,0,411790,170440,0,9.0,9B,Financial District South,6,6,Financial District/South Beach,20173746357,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3918503,37.78868178
3399,2017,0000 0338 MAIN                ST0D31B,3746358,3746,358,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2016,3,3,0,0,0,NA,NA,0,0,2685,0,0,NA,1000,1,NA,,NA,0,0,,,0,773716,320239,0,9.0,9B,Financial District South,6,6,Financial District/South Beach,20173746358,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3918503,37.78868178
3400,2017,0000 0338 MAIN                ST0D31C,3746359,3746,359,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2016,2,2,0,0,0,NA,NA,0,0,1491,0,0,NA,1000,1,NA,,NA,0,0,2016-10-20 0:00:00,00:00:00.000,0,1247500,1247500,0,9.0,9B,Financial District South,6,6,Financial District/South Beach,20173746359,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3918503,37.78868178
3401,2017,0000 0338 MAIN                ST0D31D,3746360,3746,360,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2016,1,1,0,0,0,NA,NA,0,0,963,0,0,NA,1000,1,NA,,NA,0,0,2016-08-19 0:00:00,00:00:00.000,0,645000,645000,0,9.0,9B,Financial District South,6,6,Financial District/South Beach,20173746360,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3918503,37.78868178
