OBJECTID,Closed Roll Year,Property Location,Parcel Number,Block,Lot,Volume Number,Use Code,Use Definition,Property Class Code,Property Class Code Definition,Year Property Built,Number of Bathrooms,Number of Bedrooms,Number of Rooms,Number of Stories,Number of Units,Zoning Code,Construction Type,Lot Depth,Lot Frontage,Property Area,Basement Area,Lot Area,Lot Code,Tax Rate Area Code,Percent of Ownership,Exemption Code,Exemption Code Definition,Status Code,Misc Exemption Value,Homeowner Exemption Value,Current Sales Date,Assessed Fixtures Value,Assessed Improvement Value,Assessed Land Value,Assessed Personal Property Value,Assessor Neighborhood District,Assessor Neighborhood Code,Assessor Neighborhood,Supervisor District,Supervisor District 2012,Analysis Neighborhood,the_geom,Row ID,data_as_of,data_loaded_at,date_dat_2,time_dat_2,POINT_X,POINT_Y
3282,2017,0000 0338 MAIN                ST0D14F,3746241,3746,241,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2016,2,2,0,0,0,NA,NA,0,0,1181,0,0,NA,1000,1,NA,,NA,0,0,2016-04-08 0:00:00,00:00:00.000,0,762450,762450,0,9.0,9B,Financial District South,6,6,Financial District/South Beach,20173746241,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3918503,37.78868178
3283,2017,0000 0338 MAIN                ST0D14G,3746242,3746,242,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2016,2,2,0,0,0,NA,NA,0,0,1401,0,0,NA,1000,1,NA,,NA,0,0,2016-02-18 0:00:00,00:00:00.000,0,879750,879750,0,9.0,9B,Financial District South,6,6,Financial District/South Beach,20173746242,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3918503,37.78868178
3284,2017,0000 0338 MAIN                ST0D14H,3746243,3746,243,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2016,1,1,0,0,0,NA,NA,0,0,854,0,0,NA,1000,1,NA,,NA,0,0,2016-03-14 0:00:00,00:00:00.000,0,586500,586500,0,9.0,9B,Financial District South,6,6,Financial District/South Beach,20173746243,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3918503,37.78868178
3285,2017,0000 0338 MAIN                ST0D15A,3746244,3746,244,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2016,2,2,0,0,0,NA,NA,0,0,1379,0,0,NA,1000,1,NA,,NA,0,0,2016-02-25 0:00:00,00:00:00.000,0,1027650,1027650,0,9.0,9B,Financial District South,6,6,Financial District/South Beach,20173746244,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3918503,37.78868178
3286,2017,0000 0338 MAIN                ST0D15B,3746245,3746,245,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2016,2,2,0,0,0,NA,NA,0,0,1178,0,0,NA,1000,1,NA,,NA,0,0,2016-07-22 0:00:00,00:00:00.000,0,975000,975000,0,9.0,9B,Financial District South,6,6,Financial District/South Beach,20173746245,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3918503,37.78868178
3287,2017,0000 0338 MAIN                ST0D15C,3746246,3746,246,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2016,2,2,0,0,0,NA,NA,0,0,1403,0,0,NA,1000,1,NA,,NA,0,0,2016-02-19 0:00:00,00:00:00.000,0,1425450,1425450,0,9.0,9B,Financial District South,6,6,Financial District/South Beach,20173746246,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3918503,37.78868178
3288,2017,0000 0338 MAIN                ST0D15D,3746247,3746,247,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2016,1,1,0,0,0,NA,NA,0,0,873,0,0,NA,1000,1,NA,,NA,0,0,2016-03-16 0:00:00,00:00:00.000,0,517140,517140,0,9.0,9B,Financial District South,6,6,Financial District/South Beach,20173746247,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3918503,37.78868178
3289,2017,0000 0338 MAIN                ST0D15E,3746248,3746,248,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2016,2,2,0,0,0,NA,NA,0,0,1382,0,0,NA,1000,1,NA,,NA,0,0,2016-08-19 0:00:00,00:00:00.000,0,937500,937500,0,9.0,9B,Financial District South,6,6,Financial District/South Beach,20173746248,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3918503,37.78868178
3290,2017,0000 0338 MAIN                ST0D15F,3746249,3746,249,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2016,2,2,0,0,0,NA,NA,0,0,1181,0,0,NA,1000,1,NA,,NA,0,0,,,0,230492,95401,0,9.0,9B,Financial District South,6,6,Financial District/South Beach,20173746249,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3918503,37.78868178
3291,2017,0000 0338 MAIN                ST0D15G,3746250,3746,250,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2016,2,2,0,0,0,NA,NA,0,0,1401,0,0,NA,1000,1,NA,,NA,0,0,2016-09-09 0:00:00,00:00:00.000,0,912500,912500,0,9.0,9B,Financial District South,6,6,Financial District/South Beach,20173746250,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3918503,37.78868178
3293,2017,0000 0338 MAIN                ST0D16A,3746252,3746,252,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2016,2,2,0,0,0,NA,NA,0,0,1379,0,0,NA,1000,1,NA,,NA,0,0,2016-03-03 0:00:00,00:00:00.000,0,1032750,1032750,0,9.0,9B,Financial District South,6,6,Financial District/South Beach,20173746252,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3918503,37.78868178
3294,2017,0000 0338 MAIN                ST0D16B,3746253,3746,253,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2016,2,2,0,0,0,NA,NA,0,0,1178,0,0,NA,1000,0.5,NA,,NA,0,0,2016-03-01 0:00:00,00:00:00.000,0,785400,785400,0,9.0,9B,Financial District South,6,6,Financial District/South Beach,20173746253,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3918503,37.78868178
3295,2017,0000 0338 MAIN                ST0D16C,3746254,3746,254,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2016,2,2,0,0,0,NA,NA,0,0,1403,0,0,NA,1000,0.33333,NA,,NA,0,0,2016-02-29 0:00:00,00:00:00.000,0,1190727,1190727,0,9.0,9B,Financial District South,6,6,Financial District/South Beach,20173746254,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3918503,37.78868178
3296,2017,0000 0338 MAIN                ST0D16D,3746255,3746,255,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2016,1,1,0,0,0,NA,NA,0,0,873,0,0,NA,1000,1,NA,,NA,0,0,2016-03-01 0:00:00,00:00:00.000,0,548250,548250,0,9.0,9B,Financial District South,6,6,Financial District/South Beach,20173746255,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3918503,37.78868178
3297,2017,0000 0338 MAIN                ST0D16E,3746256,3746,256,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2016,2,2,0,0,0,NA,NA,0,0,1382,0,0,NA,1000,1,NA,,NA,0,0,2016-04-12 0:00:00,00:00:00.000,0,997050,997050,0,9.0,9B,Financial District South,6,6,Financial District/South Beach,20173746256,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3918503,37.78868178
3298,2017,0000 0338 MAIN                ST0D16F,3746257,3746,257,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2016,2,2,0,0,0,NA,NA,0,0,1181,0,0,NA,1000,1,NA,,NA,0,0,2016-03-25 0:00:00,00:00:00.000,0,716550,716550,0,9.0,9B,Financial District South,6,6,Financial District/South Beach,20173746257,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3918503,37.78868178
3299,2017,0000 0338 MAIN                ST0D16G,3746258,3746,258,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2016,2,2,0,0,0,NA,NA,0,0,1401,0,0,NA,1000,1,NA,,NA,0,0,2016-03-02 0:00:00,00:00:00.000,0,981750,981750,0,9.0,9B,Financial District South,6,6,Financial District/South Beach,20173746258,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3918503,37.78868178
3300,2017,0000 0338 MAIN                ST0D16H,3746259,3746,259,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2016,1,1,0,0,0,NA,NA,0,0,854,0,0,NA,1000,1,NA,,NA,0,0,2016-03-03 0:00:00,00:00:00.000,0,553350,553350,0,9.0,9B,Financial District South,6,6,Financial District/South Beach,20173746259,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3918503,37.78868178
3301,2017,0000 0338 MAIN                ST0D17A,3746260,3746,260,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2016,2,2,0,0,0,NA,NA,0,0,1379,0,0,NA,1000,1,NA,,NA,0,0,2016-03-29 0:00:00,00:00:00.000,0,1068450,1068450,0,9.0,9B,Financial District South,6,6,Financial District/South Beach,20173746260,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3918503,37.78868178
3302,2017,0000 0338 MAIN                ST0D17B,3746261,3746,261,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2016,2,2,0,0,0,NA,NA,0,0,1178,0,0,NA,1000,0.33333,NA,,NA,0,0,2016-03-31 0:00:00,00:00:00.000,0,790420,790420,0,9.0,9B,Financial District South,6,6,Financial District/South Beach,20173746261,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3918503,37.78868178
3303,2017,0000 0338 MAIN                ST0D17C,3746262,3746,262,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2016,2,2,0,0,0,NA,NA,0,0,1403,0,0,NA,1000,1,NA,,NA,0,0,2016-06-24 0:00:00,00:00:00.000,0,1433100,1433100,0,9.0,9B,Financial District South,6,6,Financial District/South Beach,20173746262,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3918503,37.78868178
3304,2017,0000 0338 MAIN                ST0D17D,3746263,3746,263,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2016,1,1,0,0,0,NA,NA,0,0,873,0,0,NA,1000,0.33333,NA,,NA,0,0,2016-03-07 0:00:00,00:00:00.000,0,566959,566959,0,9.0,9B,Financial District South,6,6,Financial District/South Beach,20173746263,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3918503,37.78868178
3305,2017,0000 0338 MAIN                ST0D17E,3746264,3746,264,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2016,2,2,0,0,0,NA,NA,0,0,1382,0,0,NA,1000,1,NA,,NA,0,0,2016-04-28 0:00:00,00:00:00.000,0,1083750,1083750,0,9.0,9B,Financial District South,6,6,Financial District/South Beach,20173746264,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3918503,37.78868178
3306,2017,0000 0338 MAIN                ST0D17F,3746265,3746,265,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2016,2,2,0,0,0,NA,NA,0,0,1181,0,0,NA,1000,1,NA,,NA,0,0,2016-03-23 0:00:00,00:00:00.000,0,726138,726138,0,9.0,9B,Financial District South,6,6,Financial District/South Beach,20173746265,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3918503,37.78868178
3307,2017,0000 0338 MAIN                ST0D17G,3746266,3746,266,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2016,2,2,0,0,0,NA,NA,0,0,1401,0,0,NA,1000,1,NA,,NA,0,0,2016-03-04 0:00:00,00:00:00.000,0,930750,930750,0,9.0,9B,Financial District South,6,6,Financial District/South Beach,20173746266,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3918503,37.78868178
3308,2017,0000 0338 MAIN                ST0D17H,3746267,3746,267,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2016,1,1,0,0,0,NA,NA,0,0,854,0,0,NA,1000,1,NA,,NA,0,0,,,0,171858,71132,0,9.0,9B,Financial District South,6,6,Financial District/South Beach,20173746267,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3918503,37.78868178
3309,2017,0000 0338 MAIN                ST0D18A,3746268,3746,268,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2016,2,2,0,0,0,NA,NA,0,0,1379,0,0,NA,1000,1,NA,,NA,0,0,2016-03-08 0:00:00,00:00:00.000,0,991950,991950,0,9.0,9B,Financial District South,6,6,Financial District/South Beach,20173746268,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3918503,37.78868178
3310,2017,0000 0338 MAIN                ST0D18B,3746269,3746,269,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2016,2,2,0,0,0,NA,NA,0,0,1178,0,0,NA,1000,1,NA,,NA,0,0,2016-03-15 0:00:00,00:00:00.000,0,800700,800700,0,9.0,9B,Financial District South,6,6,Financial District/South Beach,20173746269,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3918503,37.78868178
3311,2017,0000 0338 MAIN                ST0D18C,3746270,3746,270,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2016,2,2,0,0,0,NA,NA,0,0,1403,0,0,NA,1000,0.5,NA,,NA,0,0,2016-04-18 0:00:00,00:00:00.000,0,1139768,1139768,0,9.0,9B,Financial District South,6,6,Financial District/South Beach,20173746270,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3918503,37.78868178
3312,2017,0000 0338 MAIN                ST0D18D,3746271,3746,271,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2016,1,1,0,0,0,NA,NA,0,0,873,0,0,NA,1000,1,NA,,NA,0,0,2016-03-10 0:00:00,00:00:00.000,0,589246,589245,0,9.0,9B,Financial District South,6,6,Financial District/South Beach,20173746271,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3918503,37.78868178
3313,2017,0000 0338 MAIN                ST0D18E,3746272,3746,272,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2016,2,2,0,0,0,NA,NA,0,0,1382,0,0,NA,1000,1,NA,,NA,0,0,2016-08-23 0:00:00,00:00:00.000,0,995000,995000,0,9.0,9B,Financial District South,6,6,Financial District/South Beach,20173746272,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3918503,37.78868178
3314,2017,0000 0338 MAIN                ST0D18F,3746273,3746,273,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2016,2,2,0,0,0,NA,NA,0,0,1181,0,0,NA,1000,1,NA,,NA,0,0,2016-03-28 0:00:00,00:00:00.000,0,731850,731850,0,9.0,9B,Financial District South,6,6,Financial District/South Beach,20173746273,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3918503,37.78868178
3315,2017,0000 0338 MAIN                ST0D18G,3746274,3746,274,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2016,2,2,0,0,0,NA,NA,0,0,1401,0,0,NA,1000,1,NA,,NA,0,0,2016-03-10 0:00:00,00:00:00.000,0,1002582,1002582,0,9.0,9B,Financial District South,6,6,Financial District/South Beach,20173746274,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3918503,37.78868178
3316,2017,0000 0338 MAIN                ST0D18H,3746275,3746,275,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2016,1,1,0,0,0,NA,NA,0,0,854,0,0,NA,1000,1,NA,,NA,0,0,2016-03-18 0:00:00,00:00:00.000,0,562242,562242,0,9.0,9B,Financial District South,6,6,Financial District/South Beach,20173746275,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3918503,37.78868178
3317,2017,0000 0338 MAIN                ST0D19A,3746276,3746,276,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2016,2,2,0,0,0,NA,NA,0,0,1379,0,0,NA,1000,1,NA,,NA,0,0,2016-03-16 0:00:00,00:00:00.000,0,1159283,1159282,0,9.0,9B,Financial District South,6,6,Financial District/South Beach,20173746276,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3918503,37.78868178
3318,2017,0000 0338 MAIN                ST0D19B,3746277,3746,277,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2016,2,2,0,0,0,NA,NA,0,0,1178,0,0,NA,1000,1,NA,,NA,0,0,2016-03-14 0:00:00,00:00:00.000,0,1058250,1058250,0,9.0,9B,Financial District South,6,6,Financial District/South Beach,20173746277,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3918503,37.78868178
3319,2017,0000 0338 MAIN                ST0D19C,3746278,3746,278,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2016,2,2,0,0,0,NA,NA,0,0,1403,0,0,NA,1000,1,NA,,NA,0,0,2016-04-28 0:00:00,00:00:00.000,0,1180969,1180968,0,9.0,9B,Financial District South,6,6,Financial District/South Beach,20173746278,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3918503,37.78868178
3320,2017,0000 0338 MAIN                ST0D19D,3746279,3746,279,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2016,1,1,0,0,0,NA,NA,0,0,873,0,0,NA,1000,1,NA,,NA,0,0,2016-04-01 0:00:00,00:00:00.000,0,813450,813450,0,9.0,9B,Financial District South,6,6,Financial District/South Beach,20173746279,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3918503,37.78868178
3321,2017,0000 0338 MAIN                ST0D19E,3746280,3746,280,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2016,2,2,0,0,0,NA,NA,0,0,1382,0,0,NA,1000,1,NA,,NA,0,0,2016-03-17 0:00:00,00:00:00.000,0,1170450,1170450,0,9.0,9B,Financial District South,6,6,Financial District/South Beach,20173746280,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3918503,37.78868178
3322,2017,0000 0338 MAIN                ST0D19F,3746281,3746,281,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2016,2,2,0,0,0,NA,NA,0,0,1181,0,0,NA,1000,1,NA,,NA,0,0,2016-05-31 0:00:00,00:00:00.000,0,906608,906608,0,9.0,9B,Financial District South,6,6,Financial District/South Beach,20173746281,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3918503,37.78868178
3323,2017,0000 0338 MAIN                ST0D19G,3746282,3746,282,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2016,2,2,0,0,0,NA,NA,0,0,1401,0,0,NA,1000,1,NA,,NA,0,0,2016-03-14 0:00:00,00:00:00.000,0,966450,966450,0,9.0,9B,Financial District South,6,6,Financial District/South Beach,20173746282,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3918503,37.78868178
3324,2017,0000 0338 MAIN                ST0D19H,3746283,3746,283,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2016,1,1,0,0,0,NA,NA,0,0,854,0,0,NA,1000,1,NA,,NA,0,0,2016-03-30 0:00:00,00:00:00.000,0,688500,688500,0,9.0,9B,Financial District South,6,6,Financial District/South Beach,20173746283,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3918503,37.78868178
3325,2017,0000 0338 MAIN                ST0D20A,3746284,3746,284,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2016,2,2,0,0,0,NA,NA,0,0,1379,0,0,NA,1000,0.666,NA,,NA,0,0,2016-03-28 0:00:00,00:00:00.000,0,1221449,1221449,0,9.0,9B,Financial District South,6,6,Financial District/South Beach,20173746284,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3918503,37.78868178
3327,2017,0000 0338 MAIN                ST0D20C,3746286,3746,286,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2016,2,2,0,0,0,NA,NA,0,0,1403,0,0,NA,1000,1,NA,,NA,0,0,2016-03-23 0:00:00,00:00:00.000,0,1226550,1226550,0,9.0,9B,Financial District South,6,6,Financial District/South Beach,20173746286,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3918503,37.78868178
3328,2017,0000 0338 MAIN                ST0D20D,3746287,3746,287,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2016,1,1,0,0,0,NA,NA,0,0,873,0,0,NA,1000,0.5,NA,,NA,0,0,2016-03-25 0:00:00,00:00:00.000,0,813450,813450,0,9.0,9B,Financial District South,6,6,Financial District/South Beach,20173746287,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3918503,37.78868178
3330,2017,0000 0338 MAIN                ST0D20F,3746289,3746,289,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2016,2,2,0,0,0,NA,NA,0,0,1181,0,0,NA,1000,1,NA,,NA,0,0,2016-03-31 0:00:00,00:00:00.000,0,864450,864450,0,9.0,9B,Financial District South,6,6,Financial District/South Beach,20173746289,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3918503,37.78868178
3331,2017,0000 0338 MAIN                ST0D20G,3746290,3746,290,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2016,2,2,0,0,0,NA,NA,0,0,1401,0,0,NA,1000,1,NA,,NA,0,0,2016-03-31 0:00:00,00:00:00.000,0,1017450,1017450,0,9.0,9B,Financial District South,6,6,Financial District/South Beach,20173746290,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3918503,37.78868178
3332,2017,0000 0338 MAIN                ST0D20H,3746291,3746,291,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2016,1,1,0,0,0,NA,NA,0,0,854,0,0,NA,1000,1,NA,,NA,0,0,2016-03-24 0:00:00,00:00:00.000,0,701250,701250,0,9.0,9B,Financial District South,6,6,Financial District/South Beach,20173746291,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3918503,37.78868178
3333,2017,0000 0338 MAIN                ST0D21A,3746292,3746,292,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2016,2,2,0,0,0,NA,NA,0,0,1379,0,0,NA,1000,1,NA,,NA,0,0,2016-03-22 0:00:00,00:00:00.000,0,1119450,1119450,0,9.0,9B,Financial District South,6,6,Financial District/South Beach,20173746292,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3918503,37.78868178
3334,2017,0000 0338 MAIN                ST0D21B,3746293,3746,293,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2016,2,2,0,0,0,NA,NA,0,0,1178,0,0,NA,1000,1,NA,,NA,0,0,2016-03-24 0:00:00,00:00:00.000,0,857310,857310,0,9.0,9B,Financial District South,6,6,Financial District/South Beach,20173746293,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3918503,37.78868178
3335,2017,0000 0338 MAIN                ST0D21C,3746294,3746,294,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2016,2,2,0,0,0,NA,NA,0,0,1403,0,0,NA,1000,1,NA,,NA,0,0,2016-06-28 0:00:00,00:00:00.000,0,1226550,1226550,0,9.0,9B,Financial District South,6,6,Financial District/South Beach,20173746294,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3918503,37.78868178
3336,2017,0000 0338 MAIN                ST0D21D,3746295,3746,295,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2016,1,1,0,0,0,NA,NA,0,0,873,0,0,NA,1000,1,NA,,NA,0,0,2016-06-28 0:00:00,00:00:00.000,0,609450,609450,0,9.0,9B,Financial District South,6,6,Financial District/South Beach,20173746295,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3918503,37.78868178
3337,2017,0000 0338 MAIN                ST0D21E,3746296,3746,296,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2016,2,2,0,0,0,NA,NA,0,0,1382,0,0,NA,1000,0.05,NA,,NA,0,0,2016-04-22 0:00:00,00:00:00.000,0,1058249,1058249,0,9.0,9B,Financial District South,6,6,Financial District/South Beach,20173746296,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3918503,37.78868178
3338,2017,0000 0338 MAIN                ST0D21F,3746297,3746,297,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2016,2,2,0,0,0,NA,NA,0,0,1181,0,0,NA,1000,1,NA,,NA,0,0,2016-04-08 0:00:00,00:00:00.000,0,772650,772650,0,9.0,9B,Financial District South,6,6,Financial District/South Beach,20173746297,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3918503,37.78868178
3339,2017,0000 0338 MAIN                ST0D21G,3746298,3746,298,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2016,2,2,0,0,0,NA,NA,0,0,1401,0,0,NA,1000,1,NA,,NA,0,0,2016-03-30 0:00:00,00:00:00.000,0,966450,966450,0,9.0,9B,Financial District South,6,6,Financial District/South Beach,20173746298,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3918503,37.78868178
3340,2017,0000 0338 MAIN                ST0D21H,3746299,3746,299,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2016,1,1,0,0,0,NA,NA,0,0,854,0,0,NA,1000,0.5,NA,,NA,0,0,2016-03-31 0:00:00,00:00:00.000,0,586500,586500,0,9.0,9B,Financial District South,6,6,Financial District/South Beach,20173746299,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3918503,37.78868178
3341,2017,0000 0338 MAIN                ST0D22A,3746300,3746,300,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2016,2,2,0,0,0,NA,NA,0,0,1379,0,0,NA,1000,1,NA,,NA,0,0,2016-03-30 0:00:00,00:00:00.000,0,1160250,1160250,0,9.0,9B,Financial District South,6,6,Financial District/South Beach,20173746300,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3918503,37.78868178
3342,2017,0000 0338 MAIN                ST0D22B,3746301,3746,301,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2016,2,2,0,0,0,NA,NA,0,0,1178,0,0,NA,1000,0.33333,NA,,NA,0,0,2016-04-06 0:00:00,00:00:00.000,0,867421,867421,0,9.0,9B,Financial District South,6,6,Financial District/South Beach,20173746301,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3918503,37.78868178
